"ID";"P02";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"P29";"P30";"P31";"P32";"P33";"P34";"P35";"P36";"P37";"P38";"P39";"P40";"P41";"P42";"P43";"P44";"P45";"P46";"P47";"P48";"P49";"V02";"V04";"V05";"V06";"V07";"V08";"V09";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"VD_REGIAO";"VD_EDUCACAO";"VD_IDADE";"VD_RACA";"VD_ACOMPANHA_SENADO";"VD_TRABALHO";"VD_PORTE";"VD_VOTO.TURNO1";"VD_VOTO.TURNO2";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"POP_REGIAO_VOTO.TURNO1";"POP_REGIAO_VOTO.TURNO2";"W1";"W2"
"436";35;3;1;1;2;2;7;1;2;1;2;2;1;1;2;1;2;2;;3;3;4;2;2;2;1;1;1;2;;;;;;;;;1;1;1;2;2;1;1;1;2;2;2;1;3;1;1;;1;1;2;2;1;99;1;99;3;2;2;1;4;1;1;3;3;37700043,5273793;14391721,5930094;36670114,0129673;24365402,5988148;14602578,6387043;27776402,6627414;22446263,6627414;2,3150987635924;173194,554548232
"437";42;2;2;1;1;1;8;1;1;1;2;1;97;1;1;1;3;2;;2;2;3;2;2;1;1;1;1;2;;;;;;;;;1;2;2;1;2;2;1;2;1;1;1;1;3;1;1;;1;99;99;99;1;2;1;2;4;2;2;1;4;1;1;2;2;11900083,831777;4972531,99320719;17777162,4460155;6939587,68106587;8921246,50044287;6449380;6750374;1,16160771276127;150971,746214634
"438";29;3;1;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;;3;3;5;1;2;2;1;1;1;2;;;;;;;;;1;1;1;2;1;2;1;2;1;4;1;3;4;2;1;;1;1;2;1;1;6;1;3;2;3;2;2;4;1;1;3;3;21140652,1606768;9055325,84168844;33265012,4017524;6782281,42177651;19354878,1531474;13804878,7427588;11847497,7427588;0,53113146285101;44264,4097465878
"439";31;4;2;1;1;1;3;97;2;1;2;1;1;1;1;1;3;2;;3;2;1;1;1;1;1;1;1;2;;;;;;;;;1;2;2;2;2;2;1;2;2;4;1;1;4;1;1;;2;2;2;1;1;1;1;1;3;3;4;1;4;1;2;1;1;34583982,1353621;11005948,8963799;36670114,0129673;18702138,7176993;28518806,3404994;23470529;27043936;0,767499221703364;30096,5011912251
"440";41;3;1;1;2;2;1;1;1;2;2;1;2;2;1;1;1;2;;2;2;7;1;1;1;1;2;;;;;;;;;;;2;;;;;;;;;2;2;1;1;;2;1;1;1;2;2;1;2;1;2;4;1;5;1;4;2;1;2;2;12325579,2015022;5040299,80536735;17777162,4460155;11421778,5725272;8921246,50044287;6449380;6750374;0,885430859201816;187176,527761318
"441";42;2;1;1;1;1;1;1;97;1;2;2;1;1;1;1;2;2;;2;2;3;1;1;1;2;1;1;1;3;2;2;3;3;3;3;3;1;2;2;2;97;1;1;1;1;4;2;1;4;99;1;;2;2;2;2;1;4;1;99;4;3;2;1;4;1;2;3;3;12325579,2015022;4972531,99320719;17777162,4460155;5864296,77968615;10776775,1826395;8208242,03327921;6535131,03327921;0,580803856380637;22185,9496177794
"442";31;5;1;1;2;1;3;1;1;2;2;2;1;1;1;1;2;1;2;2;3;5;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;4;1;1;;5;3;1;2;1;2;1;2;3;3;2;1;2;1;3;2;2;37700043,5273793;14391721,5930094;36670114,0129673;18702138,7176993;29162640,6835377;21037094;22793826;0,767499221703364;55408,238057326
"443";43;6;1;1;2;1;7;1;1;2;2;2;1;1;1;1;1;1;3;3;3;4;1;1;1;1;1;1;2;;;;;;;;;1;2;2;1;2;1;97;1;2;1;1;1;4;1;2;2;3;2;2;2;1;2;1;2;4;3;5;1;3;3;2;2;2;11900083,831777;5040299,80536735;17777162,4460155;5864296,77968615;10776775,1826395;6449380;6750374;0,710930506044047;59567,5000240697
"444";33;6;1;1;1;1;7;1;2;2;2;1;1;2;1;1;3;1;3;3;2;1;2;2;2;1;1;1;2;;;;;;;;;1;2;1;1;1;2;2;2;1;4;2;3;3;1;2;2;1;1;2;1;1;2;1;2;3;2;5;2;3;3;3;2;2;37700043,5273793;15263335,4060724;35613911,6497741;24365402,5988148;29162640,6835377;21037094;22793826;2,38782926620018;176263,577837712
"445";35;7;97;1;2;2;7;1;1;1;2;2;1;1;1;97;1;1;1;2;2;1;2;1;1;1;1;1;2;;;;;;;;;1;1;1;1;1;1;1;1;1;4;2;1;3;1;1;;1;1;2;2;1;2;1;2;3;2;4;1;1;1;1;2;2;37700043,5273793;11005948,8963799;36670114,0129673;24365402,5988148;14602578,6387043;21037094;22793826;1,42933947698998;87946,9402309092
"446";43;1;1;1;1;1;6;1;2;1;2;2;1;1;1;1;1;1;2;2;1;3;2;2;2;1;1;1;2;;;;;;;;;1;1;1;1;1;1;2;2;2;4;2;3;3;1;2;1;1;1;2;1;2;;1;2;4;2;5;2;2;2;2;3;2;12325579,2015022;5040299,80536735;6448500,58726374;6939587,68106587;10776775,1826395;8208242,03327921;6750374;1,42186101208809;38752,7933260861
"447";27;1;1;1;1;1;3;2;1;1;2;2;1;1;1;1;3;2;;2;2;1;2;2;2;2;1;1;1;2;3;2;2;3;3;3;2;1;2;1;2;1;2;2;1;1;1;1;3;3;2;2;2;2;1;2;2;1;5;1;2;2;1;2;2;4;3;2;3;2;21140652,1606768;9055325,84168844;33265012,4017524;24249559,3107258;14173695,4240263;13804878,7427588;22534967;0,081006810558095;9673,27081476009
"448";29;4;2;2;1;2;4;1;2;1;1;1;1;2;2;1;1;2;;3;3;1;2;2;2;1;1;1;1;2;3;2;2;3;3;1;1;1;1;1;1;1;1;1;1;1;2;1;3;3;1;1;;1;2;1;2;1;1;1;1;2;2;2;2;4;1;3;1;1;21140652,1606768;9055325,84168844;33265012,4017524;13313571,0102565;10816838,1655851;8787394;9962947;0,53113146285101;21430,3307697357
"449";41;6;1;1;2;1;3;1;2;1;2;97;1;1;1;97;2;2;;2;2;4;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;4;2;3;2;2;2;2;1;1;2;2;1;99;1;99;4;1;4;2;4;3;3;3;2;12325579,2015022;3643103,95375007;6448500,58726374;11421778,5725272;4527641,35019684;8208242,03327921;6750374;0,885430859201816;18606,4672370894
"450";41;4;2;2;1;97;7;2;97;2;2;1;97;2;2;1;3;1;2;3;3;5;2;2;2;2;1;2;;;;;;;;;;1;1;1;2;1;2;1;;;2;1;3;3;1;1;;1;3;1;2;1;1;1;1;4;2;4;2;2;1;3;1;1;11900083,831777;3643103,95375007;6448500,58726374;6939587,68106587;4527641,35019684;9568041;10940158;0,885430859201816;34762,2853421257
"451";42;6;1;1;2;1;2;1;2;2;2;2;1;1;1;1;2;2;;2;2;5;2;2;2;1;1;1;2;;;;;;;;;1;1;1;2;2;2;2;1;1;4;2;3;4;1;2;2;3;2;2;2;1;99;1;99;4;3;2;2;4;3;2;3;2;12325579,2015022;4972531,99320719;6448500,58726374;5864296,77968615;10776775,1826395;8208242,03327921;6750374;0,580803856380637;12052,8704105461
"452";33;4;1;1;1;1;3;2;2;1;1;1;2;2;2;1;3;1;3;2;2;1;2;2;2;2;1;1;2;;;;;;;;;1;1;1;1;1;2;1;1;1;2;2;2;4;1;1;;1;2;1;2;1;1;1;1;3;3;5;2;3;1;3;1;1;37700043,5273793;15263335,4060724;35613911,6497741;18702138,7176993;29162640,6835377;23470529;27043936;0,664796625027034;27943,47458493
"453";31;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;2;2;;2;2;5;2;1;1;1;1;1;1;2;3;2;2;3;2;2;2;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;1;1;2;2;1;1;1;1;3;1;5;1;4;3;3;1;1;34583982,1353621;15263335,4060724;36670114,0129673;29216484,3462274;29162640,6835377;23470529;27043936;1,04592479547414;104981,734685256
"454";33;5;1;1;1;1;5;1;1;1;2;2;1;1;1;1;2;2;;2;3;1;2;2;2;1;1;1;2;;;;;;;;;1;1;1;2;2;1;2;1;2;2;1;1;2;2;2;1;2;1;2;1;1;5;1;4;3;1;4;1;4;2;3;3;3;34583982,1353621;11005948,8963799;36670114,0129673;29216484,3462274;29162640,6835377;27776402,6627414;22446263,6627414;1,32959325005407;103442,025146829
"455";31;6;97;1;2;2;3;2;2;2;1;97;2;2;2;3;3;1;2;3;1;4;2;2;2;1;1;1;1;2;2;2;2;3;3;1;2;2;;;;;;;;;97;1;2;3;2;2;2;2;1;2;2;2;;2;;3;1;1;2;2;3;1;3;3;34583982,1353621;18471680,4671614;35613911,6497741;29216484,3462274;14602578,6387043;27776402,6627414;22446263,6627414;4,60499533022018;446382,828673917
"456";29;6;2;1;1;1;3;2;1;1;1;1;1;1;1;1;1;2;;3;3;3;1;1;1;1;1;1;2;;;;;;;;;1;2;2;2;1;1;1;1;1;1;2;3;4;1;2;1;1;1;2;2;1;2;1;2;2;3;2;2;4;2;2;2;2;23204759,582082;9055325,84168844;33265012,4017524;6782281,42177651;14173695,4240263;21753139;22534967;0,53113146285101;21332,4603046622
"457";33;4;2;1;1;2;1;2;2;1;1;97;2;2;2;1;1;1;3;1;2;1;2;2;2;2;1;1;1;1;1;2;2;3;3;1;1;1;1;1;2;1;1;1;1;1;2;1;1;3;1;1;;2;2;1;2;1;1;1;1;3;2;3;1;3;1;2;1;1;34583982,1353621;13151339,3001183;36670114,0129673;24365402,5988148;28518806,3404994;23470529;27043936;0,664796625027034;48123,8170686952
"458";31;1;1;1;1;1;8;2;97;1;97;1;1;1;1;97;2;2;;3;3;3;2;2;2;2;1;97;;;;;;;;;;1;2;1;1;1;2;2;;;4;2;3;3;1;2;1;1;99;2;2;1;99;1;99;3;2;2;2;4;2;2;3;2;37700043,5273793;14391721,5930094;35613911,6497741;24365402,5988148;28518806,3404994;27776402,6627414;22793826;2,30249766511009;70569,0566769522
"459";31;1;2;1;1;1;3;2;1;1;1;1;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;2;;;;;;;;;1;2;2;2;2;1;1;2;2;2;2;2;4;2;2;2;2;1;2;1;1;1;1;1;3;3;5;2;1;3;3;1;1;37700043,5273793;15263335,4060724;35613911,6497741;18702138,7176993;29162640,6835377;23470529;27043936;1,53499844340673;64520,7697760181
"460";31;3;2;1;1;1;6;1;1;1;2;2;1;1;1;1;97;1;1;2;1;3;2;2;2;2;2;;;;;;;;;;;1;2;1;1;2;1;1;;;1;2;1;3;1;2;2;1;2;1;2;1;4;1;2;3;2;5;1;1;3;2;3;2;37700043,5273793;15263335,4060724;36670114,0129673;24365402,5988148;28518806,3404994;27776402,6627414;22793826;0,522962397737072;19478,2408546406
"461";35;5;2;1;1;1;3;2;2;1;1;1;97;2;2;1;2;2;;2;2;3;2;2;2;2;1;1;1;1;2;1;1;3;2;3;1;1;1;1;2;1;2;1;97;97;2;2;3;3;1;2;2;1;1;1;2;1;1;1;1;3;2;4;2;4;3;2;1;1;37700043,5273793;11005948,8963799;35613911,6497741;24365402,5988148;28518806,3404994;23470529;27043936;1,1575493817962;55902,7167140521
"462";31;4;1;1;1;1;1;2;1;1;2;2;1;1;1;1;2;1;3;2;2;2;1;2;1;2;1;1;1;2;2;1;1;3;3;3;1;1;2;2;2;2;1;1;1;1;1;2;1;4;2;1;;3;1;2;1;2;;2;;3;3;1;1;3;1;3;3;3;37700043,5273793;18471680,4671614;36670114,0129673;18702138,7176993;29162640,6835377;27776402,6627414;22446263,6627414;0,767499221703364;88624,3618755811
"463";16;1;1;1;1;1;3;1;2;2;2;2;1;1;2;3;3;1;3;2;3;3;2;2;1;1;1;1;2;;;;;;;;;1;1;1;1;1;2;1;2;1;3;2;3;4;1;1;;2;1;1;2;1;1;1;1;1;3;1;2;3;1;3;1;1;6957088,9162393;4616955,63586713;11092360,6389436;2583414,27516294;3705325,45418379;4396161;4782341;0,246639184849545;23045,7183629355
"464";33;97;2;1;1;1;6;2;2;1;1;1;97;97;2;2;3;1;2;3;3;6;2;2;2;2;1;1;1;1;1;2;2;3;3;1;2;1;97;1;1;1;1;1;1;1;2;1;3;3;1;1;;1;3;1;2;1;1;1;1;3;2;2;2;2;1;2;1;1;34583982,1353621;14391721,5930094;35613911,6497741;24365402,5988148;28518806,3404994;23470529;27043936;0,664796625027034;42787,318391189
"465";31;3;1;1;2;1;7;1;1;2;2;2;1;1;1;1;2;2;;2;2;5;1;2;2;2;1;1;2;;;;;;;;;1;1;2;2;2;1;1;1;1;1;1;3;4;2;1;;4;1;2;2;1;2;1;2;3;3;1;2;4;1;3;2;2;34583982,1353621;18471680,4671614;35613911,6497741;18702138,7176993;29162640,6835377;21037094;22793826;0,522962397737072;46864,0169915662
"466";21;5;1;1;1;1;7;2;2;2;2;2;1;1;2;1;2;1;2;3;3;1;2;2;2;1;1;1;2;;;;;;;;;1;1;1;1;1;1;1;1;1;4;1;3;4;1;1;;1;2;1;2;1;4;1;1;2;3;3;2;2;1;3;3;1;21140652,1606768;8084696,47301555;33265012,4017524;6782281,42177651;10816838,1655851;13804878,7427588;9962947;0,33354437975113;19643,7894517403
"467";21;2;1;1;1;1;3;97;2;1;2;2;2;2;1;1;2;2;;3;3;3;2;2;2;1;2;;;;;;;;;;;2;;;;;;;;;2;1;3;2;2;1;;4;1;2;2;1;6;1;3;2;1;4;2;4;1;2;3;3;21140652,1606768;6202819,74451299;33265012,4017524;24249559,3107258;14173695,4240263;13804878,7427588;11847497,7427588;0,33354437975113;58654,6660215308
"468";31;3;2;1;1;1;1;1;2;2;2;1;1;1;1;1;2;2;;2;2;3;2;2;2;1;1;1;2;;;;;;;;;1;1;2;2;2;1;1;1;1;4;2;3;4;2;1;;4;1;2;2;1;2;1;2;3;3;1;2;4;1;2;2;2;37700043,5273793;18471680,4671614;35613911,6497741;18702138,7176993;28518806,3404994;21037094;22793826;0,767499221703364;57977,8314778411
"469";43;4;2;1;1;1;3;2;2;1;2;1;1;2;2;1;3;1;3;2;3;1;2;2;2;2;1;1;1;2;2;2;2;2;2;3;2;1;2;2;2;1;1;1;1;2;4;1;1;3;1;1;;1;2;2;1;1;1;1;1;4;2;4;1;3;1;2;1;1;11900083,831777;3643103,95375007;17777162,4460155;6939587,68106587;10776775,1826395;9568041;10940158;0,710930506044047;36763,4716902882
"470";35;4;97;2;1;2;6;2;2;97;1;97;97;2;2;1;3;1;1;3;3;5;2;2;2;2;1;1;1;2;97;97;2;3;3;1;1;1;1;1;1;2;1;1;1;1;2;1;1;4;1;2;2;1;99;2;2;1;1;1;1;3;3;5;1;1;3;1;1;1;34583982,1353621;15263335,4060724;36670114,0129673;18702138,7176993;14602578,6387043;23470529;27043936;0,714669738494989;28711,7999611018
"471";23;3;2;1;1;2;3;1;1;2;2;2;1;2;2;1;2;2;;3;2;2;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;2;1;1;2;1;1;;2;1;2;1;1;99;1;99;2;1;3;1;4;1;3;3;3;21140652,1606768;8084696,47301555;11080399,3410063;24249559,3107258;10816838,1655851;13804878,7427588;11847497,7427588;0,524929967547189;45681,3756761938
"472";13;1;1;1;1;1;3;1;1;2;2;2;1;1;1;1;2;1;3;3;3;3;2;1;1;2;1;1;1;3;2;1;3;3;3;3;3;1;2;1;1;1;1;1;1;1;1;2;3;4;1;1;;2;1;2;1;1;2;1;2;1;3;2;2;3;1;3;2;2;6957088,9162393;2884455,25448695;11092360,6389436;2583414,27516294;3705325,45418379;4554630;4590184;0,139725270854756;4573,56698118975
"473";35;1;2;1;1;1;3;1;2;2;2;1;1;1;2;1;2;1;3;2;3;3;2;2;2;2;1;1;2;;;;;;;;;1;2;1;1;1;1;1;1;1;2;1;3;3;1;2;1;4;2;2;2;1;99;1;99;3;2;3;2;3;2;3;3;1;34583982,1353621;13151339,3001183;35613911,6497741;24365402,5988148;29162640,6835377;27776402,6627414;27043936;1,1575493817962;79048,9907339882
"474";33;4;1;2;1;2;3;2;1;1;1;1;2;2;2;1;3;1;2;3;3;1;2;1;1;2;1;1;1;1;2;1;1;2;2;1;1;1;1;1;2;1;1;1;1;1;2;2;1;4;1;2;2;1;2;2;2;1;1;1;1;3;3;3;1;2;3;3;1;1;37700043,5273793;13151339,3001183;36670114,0129673;18702138,7176993;29162640,6835377;23470529;27043936;0,664796625027034;36527,5791965471
"475";43;6;2;97;2;1;3;1;1;1;2;2;1;1;1;1;3;2;;97;1;3;2;1;2;1;1;1;2;;;;;;;;;1;2;1;2;1;1;2;2;1;1;1;1;2;99;2;2;1;1;2;1;1;2;1;2;4;1;5;1;4;3;2;2;2;11900083,831777;5040299,80536735;17777162,4460155;11421778,5725272;10776775,1826395;6449380;6750374;1,43488753814153;177088,396768535
"476";33;6;1;1;1;1;4;1;1;1;2;2;1;1;1;1;1;1;1;2;2;3;1;2;1;2;1;1;2;;;;;;;;;1;2;1;2;1;2;1;1;1;4;2;3;3;1;1;;1;99;2;2;1;99;1;99;3;2;3;2;1;1;3;3;2;37700043,5273793;13151339,3001183;35613911,6497741;24365402,5988148;29162640,6835377;27776402,6627414;22793826;0,664796625027034;19946,707627611
"477";41;1;2;1;2;1;3;2;2;1;2;1;1;1;1;3;3;2;;97;97;5;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;4;2;1;2;1;1;;1;1;2;2;1;99;1;3;4;1;4;1;4;1;2;3;3;12325579,2015022;3643103,95375007;17777162,4460155;11421778,5725272;10776775,1826395;8208242,03327921;6535131,03327921;0,885430859201816;39488,9980382809
"478";35;5;1;1;1;1;4;1;2;1;1;2;1;1;1;1;2;1;1;2;2;97;2;2;1;1;1;1;2;;;;;;;;;1;2;1;1;2;1;1;1;1;1;1;1;2;2;2;99;1;1;2;2;2;;2;;3;1;5;1;1;3;3;3;3;34583982,1353621;15263335,4060724;36670114,0129673;29216484,3462274;29162640,6835377;27776402,6627414;22446263,6627414;1,42933947698998;132144,140860683
"479";23;1;1;1;1;2;3;1;2;1;2;1;1;2;1;1;1;2;;2;2;6;2;1;1;1;1;1;2;;;;;;;;;2;;;;;;;;;1;2;1;2;1;2;2;2;1;2;2;1;2;2;;2;1;1;1;4;3;2;2;3;23204759,582082;12798371,8641061;11080399,3410063;24249559,3107258;14173695,4240263;21753139;11847497,7427588;0,524929967547189;303774,461148037
"480";21;2;1;1;1;2;7;1;2;1;1;2;2;2;1;1;1;1;2;3;2;97;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;4;1;3;3;99;2;2;1;1;2;1;1;2;1;2;2;2;2;2;2;3;2;2;2;21140652,1606768;9055325,84168844;33265012,4017524;13313571,0102565;14173695,4240263;21753139;22534967;0,33354437975113;33094,5637967596
"481";31;4;2;1;1;1;3;1;97;1;2;97;97;1;2;1;2;1;3;2;3;2;2;2;2;1;1;1;2;;;;;;;;;1;1;1;2;2;1;1;2;1;4;1;3;4;1;1;;1;3;2;2;1;5;1;1;3;3;3;2;3;1;3;3;1;34583982,1353621;13151339,3001183;35613911,6497741;18702138,7176993;29162640,6835377;27776402,6627414;27043936;1,53499844340673;62452,0502902153
"482";33;1;2;1;2;2;3;2;2;2;2;1;1;1;1;1;2;1;2;3;2;3;2;2;2;2;1;2;;;;;;;;;;2;;;;;;;;;2;2;1;3;1;1;;1;1;2;1;1;3;1;1;3;2;3;1;2;1;2;3;1;37700043,5273793;13151339,3001183;36670114,0129673;24365402,5988148;28518806,3404994;27776402,6627414;27043936;0,664796625027034;54053,0524242866
"483";35;2;1;1;1;1;3;1;2;1;1;2;1;2;2;1;3;2;;3;2;1;2;2;2;2;1;1;2;;;;;;;;;1;2;1;2;2;2;1;1;1;4;1;1;3;1;2;2;2;1;1;1;1;99;1;1;3;2;3;1;4;3;2;1;1;34583982,1353621;13151339,3001183;36670114,0129673;24365402,5988148;28518806,3404994;23470529;27043936;1,1575493817962;83793,5882951816
"484";21;1;1;1;1;1;7;1;2;1;2;2;1;1;1;2;2;2;;97;2;1;1;2;1;2;1;1;2;;;;;;;;;2;;;;;;;;;4;2;2;4;1;1;;1;1;2;1;1;99;1;2;2;3;1;2;4;1;2;2;2;23204759,582082;12798371,8641061;33265012,4017524;6782281,42177651;14173695,4240263;21753139;22534967;0,33354437975113;42033,4341481774
"485";31;3;1;2;1;1;8;2;2;1;1;1;2;2;2;1;2;2;;3;3;5;2;2;2;1;1;1;1;2;1;2;2;2;2;2;2;1;2;2;1;2;1;1;1;1;2;1;5;4;1;1;;1;3;1;2;1;1;1;1;3;3;2;2;4;1;2;1;1;34583982,1353621;14391721,5930094;35613911,6497741;18702138,7176993;28518806,3404994;23470529;27043936;0,767499221703364;29429,7224194989
"486";35;6;1;1;2;1;3;1;1;2;2;2;1;1;1;1;1;1;2;2;3;2;1;2;1;2;1;1;1;2;2;2;2;2;2;3;3;1;2;2;2;2;1;2;1;1;1;1;1;4;2;2;2;1;3;1;2;1;99;1;99;3;3;1;1;2;3;3;3;2;34583982,1353621;18471680,4671614;36670114,0129673;18702138,7176993;29162640,6835377;27776402,6627414;22793826;1,1575493817962;64344,3589864663
"487";27;1;1;1;1;1;3;1;1;2;1;2;1;1;1;1;1;1;2;2;2;3;2;2;1;1;1;1;2;;;;;;;;;1;1;1;1;2;1;1;2;2;4;1;3;3;2;1;;1;1;2;2;1;2;1;2;2;1;2;2;2;1;2;2;2;21140652,1606768;9055325,84168844;33265012,4017524;24249559,3107258;14173695,4240263;21753139;22534967;0,081006810558095;12124,626533269
"488";27;4;1;1;1;2;6;1;2;1;1;1;1;2;2;2;2;1;2;3;2;1;2;1;1;2;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;5;3;1;1;;1;1;1;2;2;;2;;2;2;2;2;2;1;2;3;3;23204759,582082;9055325,84168844;33265012,4017524;13313571,0102565;14173695,4240263;13804878,7427588;11847497,7427588;0,081006810558095;8261,12066999738
"489";29;1;1;1;1;1;7;1;2;1;1;1;1;2;1;1;3;1;97;97;3;1;1;2;1;2;1;1;2;;;;;;;;;1;97;1;2;2;1;1;97;97;4;2;1;3;99;2;1;1;1;2;1;1;2;1;2;2;2;4;1;97;2;1;2;2;23204759,582082;6202819,74451299;11080399,3410063;13313571,0102565;19354878,1531474;21753139;22534967;0,53113146285101;71443,6505623344
"490";31;6;1;1;2;1;7;1;1;1;2;1;1;1;1;1;1;2;;2;2;3;2;2;1;1;1;1;2;;;;;;;;;1;2;1;2;1;1;1;1;1;4;2;3;3;2;2;2;1;1;2;2;1;2;1;2;3;1;1;2;4;3;3;2;2;37700043,5273793;18471680,4671614;35613911,6497741;29216484,3462274;29162640,6835377;21037094;22793826;1,04592479547414;170186,611529174
"491";43;1;1;1;2;1;1;1;1;1;2;1;2;2;1;1;1;1;1;2;2;1;2;2;2;1;2;;;;;;;;;;;1;1;1;2;2;1;1;;;3;2;2;3;1;2;1;1;2;2;1;2;;2;;4;2;5;2;1;2;3;3;3;12325579,2015022;5040299,80536735;6448500,58726374;6939587,68106587;4527641,35019684;8208242,03327921;6535131,03327921;2,86977507628306;109306,392402203
"492";29;1;1;1;1;2;6;2;97;2;1;2;2;2;2;2;2;2;;2;2;1;2;2;2;2;2;;;;;;;;;;;1;2;2;2;2;1;1;;;2;1;2;2;1;1;;2;1;1;1;1;1;1;1;2;1;2;2;4;1;2;1;1;21140652,1606768;9055325,84168844;33265012,4017524;24249559,3107258;14173695,4240263;8787394;9962947;0,53113146285101;59959,090281591
"493";23;6;1;1;2;1;3;1;2;2;2;2;1;1;1;1;1;1;2;2;1;5;2;2;2;1;1;1;1;2;2;2;2;1;3;2;2;1;2;2;1;2;2;1;1;1;4;2;3;4;2;1;;1;1;1;2;1;2;1;2;2;3;1;2;2;1;1;2;2;23204759,582082;12798371,8641061;33265012,4017524;6782281,42177651;19354878,1531474;21753139;22534967;1,04985993509438;209320,642233564
"494";53;1;2;1;1;1;8;2;2;1;1;1;1;1;2;1;2;1;2;3;3;2;2;2;2;2;1;2;;;;;;;;;;1;2;1;2;2;2;2;;;4;2;1;6;;1;;2;1;2;1;2;;2;;5;3;3;1;2;1;3;3;3;6571044,69845248;2435637,36092034;4584091,49430122;3367449,33243866;5235416,80864652;4825485,6623448;4024034,6623448;0,779190368805638;76998,4144785819
"495";31;5;1;1;2;1;1;97;1;1;2;2;1;2;1;3;2;2;;97;2;3;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;4;2;2;2;2;1;;1;1;2;1;1;2;1;2;3;1;5;2;4;1;2;2;2;37700043,5273793;15263335,4060724;35613911,6497741;29216484,3462274;28518806,3404994;21037094;22793826;0,767499221703364;48105,6661576071
"496";35;1;2;1;1;1;6;2;2;2;2;1;1;1;1;3;2;2;;2;2;3;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;2;2;3;3;2;1;;1;1;2;2;1;2;1;2;3;1;3;2;4;1;1;2;2;37700043,5273793;13151339,3001183;35613911,6497741;29216484,3462274;14602578,6387043;21037094;22793826;1,1575493817962;57892,3674134092
"497";13;1;1;1;2;1;7;1;1;2;2;2;1;1;1;1;2;1;3;2;2;3;2;2;2;2;1;1;1;2;2;2;2;3;2;3;2;1;1;2;2;1;1;1;1;1;3;2;1;4;1;1;;2;3;1;2;1;1;1;1;1;3;1;1;3;1;1;1;1;6957088,9162393;4616955,63586713;2676408,93072725;2583414,27516294;4533423,13227735;4396161;4782341;0,419175812564267;207595,053390718
"498";42;5;2;1;1;1;4;1;2;2;1;2;97;2;2;1;1;1;2;2;2;3;2;2;2;2;1;1;1;2;3;2;3;3;3;3;3;1;1;1;2;1;2;1;2;1;2;2;3;4;1;1;;4;3;1;1;1;99;1;99;4;3;3;2;2;1;3;3;1;12325579,2015022;4262210,06607883;6448500,58726374;5864296,77968615;4527641,35019684;8208242,03327921;10940158;0,580803856380637;19772,2938491789
"499";33;3;1;97;97;2;7;2;2;2;2;1;2;2;1;1;3;2;;2;2;3;2;2;2;2;2;;;;;;;;;;;2;;;;;;;;;4;2;3;2;2;2;2;1;99;2;2;2;;2;;3;1;5;2;4;3;2;3;3;37700043,5273793;15263335,4060724;35613911,6497741;29216484,3462274;28518806,3404994;27776402,6627414;22446263,6627414;0,477565853240036;26351,2440942152
"500";25;1;1;1;2;1;5;1;2;2;2;2;1;1;1;3;3;2;;2;2;1;2;2;1;2;1;1;2;;;;;;;;;1;2;1;1;1;1;2;2;1;4;2;3;2;2;2;2;2;1;2;1;1;6;1;3;2;1;2;2;4;3;2;3;3;23204759,582082;9055325,84168844;33265012,4017524;24249559,3107258;14173695,4240263;13804878,7427588;11847497,7427588;1,56531798090865;240804,062593
"501";43;3;1;1;1;2;7;2;2;1;1;2;1;2;1;1;3;1;2;3;2;1;2;2;2;1;1;1;2;;;;;;;;;1;2;2;2;2;2;2;1;1;4;1;1;3;1;2;2;3;1;2;1;2;;2;;4;2;1;1;2;3;2;3;3;11900083,831777;6307517,21487577;17777162,4460155;6939587,68106587;10776775,1826395;8208242,03327921;6535131,03327921;0,710930506044047;48719,7485000659
"502";31;1;2;1;1;2;6;2;2;1;1;1;2;2;2;1;1;1;3;2;2;1;2;2;2;2;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;1;1;2;1;3;4;1;1;;1;99;2;2;1;1;1;1;3;3;3;2;3;1;2;1;1;34583982,1353621;13151339,3001183;35613911,6497741;18702138,7176993;28518806,3404994;23470529;27043936;0,767499221703364;23435,3542955179
